term,mean,max,min,std,document_count
decret,0.03580899315411717,0.170132135900999,0.0028856334004409723,0.04129795257579615,93
exist,0.021814666559539106,0.17463889339476427,0.0007141072424138475,0.03492911504348188,238
meti,0.0304980467592675,0.23416827005096832,0.002698050159012597,0.05103341829704251,20
olimp,0.048843144102231034,0.23019701255912145,0.0034681282494782896,0.05937661099638905,22
stere,0.08539426275332909,0.29193053509763045,0.021426094319092145,0.10385572672505197,5
red,0.022835658769813597,0.14026860350648876,0.0010634672505351987,0.02743482745197385,358
notici,0.027475285977227475,0.16404501525784917,0.0008023940963699144,0.033357670689496834,288
real,0.034012619099087996,0.17605741017282897,0.000719907629057456,0.040221381430045146,232
radic,0.02136408304314024,0.23827289299339485,0.0012449515081435895,0.04656856948295801,23
vent,0.0383221294703957,0.3103825455224269,0.0009401258383232679,0.05851550597057371,88
apartament,0.07657694724321842,0.24434949918361912,0.0031467180745930797,0.08643237047634832,20
impuest,0.04487784327663713,0.2686426650775576,0.0016731345431066256,0.06767751078209494,75
rent,0.061303226496213496,0.2508222712140617,0.002493785009454303,0.07516436942625138,47
salari,0.0574586070111743,0.25307376356837846,0.0010348313821514792,0.07290421223914527,58
hast,0.016427646233628176,0.3173383932868419,0.0008507731723507826,0.02177866108116236,822
cinc,0.024828040873960837,0.14269578194753277,0.0007905583487397936,0.031535944268322194,239
gobern,0.027364738128484983,0.17797624747144616,0.0015598268840617542,0.03872389945077739,157
vall,0.05397658772387191,0.21678921993454814,0.0022468350525429357,0.05926206765629438,100
alcaldi,0.09355634567431047,0.37961064535256767,0.002166109245949031,0.08578536446782742,58
terminal,0.06877901394294772,0.2641783122301014,0.002360842826006268,0.08371115421583386,28
transport,0.026622360528577766,0.16432560207938057,0.0008585844724729107,0.032084892358674136,126
ciud,0.028290233316274126,0.12716866191876275,0.0013307593513704117,0.028515772913924226,407
desmint,0.09547304015868242,0.3143250605937974,0.004524077843340013,0.127340226772507,4
estas,0.018271964404822774,0.12222021494576459,0.000677120304408668,0.0245295000386,375
not,0.03067153081309181,0.17776042058051716,0.001775068393814009,0.03738917251066769,132
voz,0.018160797749115533,0.1799319104477837,0.0009401258383232679,0.02827622637575406,88
anonim,0.0328017313594658,0.2568574153771748,0.00454090742019602,0.06070394092877483,15
circul,0.03613932932642366,0.17992454589811535,0.00097785079292454,0.04284506185951159,151
whatsapp,0.018180042575767795,0.16644691356500807,0.0008882317893260291,0.03277824356366329,120
imagen,0.041711455151176885,0.2592255290709927,0.0017374365219235436,0.054191003758057084,113
viaj,0.030040729432613603,0.1889352776204581,0.0013237971962507767,0.04216603700412286,184
famili,0.022981123317533155,0.2324808872830651,0.0006472785724818518,0.03124789661066399,339
son,0.016849808919716946,0.21333835193563772,0.0009650750353661099,0.02413851693203719,900
utiliz,0.01932507769304184,0.12697609379233893,0.0008281049595152539,0.026343117287192665,262
posterior,0.012027000965800077,0.16201595566937044,0.0010246068342726984,0.01620350414411697,113
asesinat,0.05219705298139956,0.2540399714968156,0.0028687073318335514,0.06468683389587199,57
exsen,0.14787584602898596,0.30122818306905585,0.009487501828946641,0.13279187812047383,4
atac,0.03518902380892836,0.2500406398709982,0.001087133216830427,0.054031178422412014,101
su,0.01586416284672318,0.10197128716715846,0.00055152739453391,0.013856905137553034,2204
da,0.021761962327206206,0.13074652896239053,0.0008613078324268149,0.030080706121667022,210
valor,0.02731908800380851,0.15668589221473234,0.0013113066105942953,0.03428115710837244,190
pension,0.12151810585497716,0.34943021153295833,0.0010269410702438066,0.09806845482562998,66
sobrevivient,0.03242928371903049,0.24523456419956927,0.003129588619187969,0.06518825866969505,12
mansion,0.062128869823834754,0.24523456419956927,0.013504105958126062,0.07184417727632489,12
sin,0.013143768488398861,0.13229744355993558,0.0008893945785541888,0.01665389825484736,1128
histori,0.024130034457008374,0.15924320938160988,0.0006650528466053314,0.035750990567401,314
laboral,0.07182905668849682,0.2398245798274648,0.0009534143904999168,0.07622589610901338,83
bien,0.013847395861133675,0.12644980139324621,0.0005867740203862933,0.0190644013673398,440
asesin,0.04383969468766876,0.22584752346658082,0.0019121101406217535,0.0537856312041858,106
opositor,0.06129698922376215,0.25323855986608224,0.0012656175186401201,0.08891112699972822,21
document,0.02531579860934002,0.11738829072118248,0.001747017288697387,0.03127700271832547,145
dec,0.01303930925561495,0.11137967729753688,0.0006456792886813732,0.018457320624020754,476
acab,0.028896539465205626,0.36652387342981874,0.0006803227349045359,0.043805124482273965,294
entreg,0.025840450238711482,0.22449313962068468,0.0013965358607818642,0.03556614904249598,152
contrat,0.030829345892894485,0.2773181123600751,0.0017441390714470128,0.04672867586632395,150
parej,0.04840487398380571,0.40588068050192483,0.000992642968618838,0.06838588078988755,143
congres,0.04987273686542323,0.17633885090672283,0.0008591916169469094,0.04826147360343115,136
vot,0.08216279795688501,0.4215249469214936,0.0012798344048219736,0.09252512284395284,206
vincul,0.02281931527356229,0.1726686893754721,0.0009021762507123713,0.03757121969748158,104
lap,0.09906497977421862,0.23820930734721135,0.008869495486332337,0.08203320089982384,7
error,0.030957938424186277,0.2250790312949664,0.0010202524712438668,0.04793280499617806,96
nombr,0.019187021720525405,0.11576802648004747,0.0007579875820904643,0.025446466462381055,272
fech,0.02493205629802505,0.18014810020458003,0.0008619526325577991,0.033371232015798794,180
delat,0.03663607983649207,0.2292337920514647,0.004384252853443314,0.06833963878664642,9
falsed,0.11183175137131648,0.28025331369372525,0.002727260740499467,0.12567640822322534,5
antes,0.014588973851460397,0.16789068157425155,0.0009138684067027689,0.021636330630924776,526
verdader,0.028658400186620813,0.17660408100768218,0.0010228894140460062,0.042269836334234694,95
visit,0.02600687561959031,0.1617936700618386,0.0015534677874396406,0.03039055944660338,217
expresident,0.03819363807839623,0.24478961520727788,0.002314473558689502,0.056360800407910354,86
sepultur,0.04055573767517791,0.23344032903919268,0.004545430607160914,0.07315725198881741,8
sig,0.020685090446418114,0.15614643254781904,0.0007077904270613808,0.028712252285647236,332
libr,0.028278353075690047,0.33774726140180134,0.000728895725424151,0.04528008970945583,223
altas,0.01798873878353166,0.24235286810290807,0.0026821661292021444,0.039902430486320944,34
probabil,0.022729731662042982,0.2551273436550357,0.0012430798646765081,0.047261880965607704,26
indici,0.062382100121329914,0.4266052661092293,0.0011629402983441052,0.11540325174367537,33
uso,0.020757597914152465,0.1532194311075942,0.0015952444488148132,0.02693234199945265,221
produccion,0.03889497325129188,0.3051403809231105,0.0009911752512583637,0.049300369217986306,77
ocurri,0.03212750700496913,0.22866450469149813,0.0011184676859910235,0.043091794206214645,90
abril,0.04830241830460124,0.2175161327213786,0.000908420043847985,0.04748101237813176,110
mov,0.023664001286610902,0.26595163101600755,0.002298189802346681,0.04780172239864871,46
tergivers,0.15904538217789982,0.3791117380860653,0.0031476066815263725,0.15269170474899993,6
similar,0.03728672952547272,0.2827450127867261,0.0012816444800204153,0.07596860962215103,34
program,0.030824128429042388,0.15596218813203058,0.0006731671000701001,0.031717517056317354,285
television,0.03698746736273171,0.21406100072686218,0.0008443241327973683,0.04888746117171242,145
bogot,0.030604634907118584,0.26064258466566237,0.004378611059812188,0.047523692186628795,39
dic,0.015504843523984343,0.25109775223622466,0.0011219738705818794,0.02404556087890172,448
expuls,0.06750272685990877,0.36496690337456467,0.0010778213866127534,0.09447787209051248,48
ded,0.039201094300263264,0.2209891320567566,0.0028201777955175677,0.05545907627180883,22
fusion,0.07301333293312393,0.23630882214700089,0.0036969465292083993,0.0764250371174389,15
marc,0.024946808472089882,0.15049843442406172,0.0008179262740438136,0.03434653433465774,272
agu,0.041067466721203004,0.16896643959736413,0.0015181171572090217,0.04592673428862853,188
grok,0.3051677228587399,0.3169049429686914,0.29343050274878835,0.01173722010995154,2
algun,0.014654774814844958,0.15092719349011482,0.0009805014890309084,0.019934169241071335,667
detall,0.01918776857481297,0.19846364654766582,0.0009413295488426837,0.0340279504871511,155
demuestr,0.03763398529459947,0.25689855957222774,0.001698007586597151,0.06919186481114041,70
fot,0.043420280954607204,0.27645444901909955,0.0009014818989753246,0.05130977621091488,200
mensaj,0.026269488773625404,0.15791396355793508,0.0008060573545880677,0.0336887784720096,171
ali,0.0358747740325661,0.25524144916242214,0.0016890247706349457,0.05705868668524008,72
sebasti,0.08562293441493099,0.547432366740366,0.0023427918690743198,0.10941633287086461,40
actual,0.018847008292123234,0.13993297974070137,0.0010881258144689063,0.026593330001507827,336
lin,0.0460569517844675,0.19988499740403814,0.0014221067008982952,0.05710011848240632,25
protest,0.03760256360810307,0.29321151615722885,0.0009598966784296083,0.054520398501491936,122
ivan,0.05637943843622044,0.47713408407188707,0.006331091585996088,0.09548559427690978,29
duqu,0.04713374777841168,0.21921106155392328,0.006724265691838137,0.058707416292759135,23
alient,0.03185088294396656,0.2716687920528169,0.004739661717019804,0.06712823353043276,14
ide,0.013679513457933902,0.16122120693440908,0.0008931922821850918,0.02267792836330976,159
recient,0.023967679093528458,0.1595375127671205,0.0007973251433159134,0.03621950200940752,165
desplieg,0.0462315715103892,0.24181517676240466,0.0012343234080679588,0.06360005690026176,27
activ,0.028026043085630108,0.18262741349840822,0.0011868556523048463,0.03587486962810772,297
norteamerican,0.06379938566889844,0.24531340590495593,0.0030217776763208455,0.07031504175746463,25
carib,0.027746524228896282,0.23269378151412506,0.0011877640819746523,0.04719317118886504,33
