term,mean,max,min,std,document_count
hospital,0.03560918477787042,0.27520042419901247,0.0009472478369168907,0.04541824673419365,169
pap,0.050424477800141025,0.2190222872907223,0.0021242590395731107,0.06241525620581901,86
cultiv,0.013979750323343431,0.04037036124381644,0.003317358679690122,0.009831814170986514,23
diferent,0.01798068463932796,0.17051429725711822,0.0006725621933575429,0.027499544900367254,304
regres,0.016484068349500877,0.0934247420422352,0.0015944259481377777,0.022535247903173742,174
establec,0.019116828120025263,0.17702984697717022,0.0008043155246577474,0.027327318821891322,160
contact,0.030084199315012463,0.17963630528701705,0.0009725964652910769,0.0439171944919713,116
represent,0.018992353135868938,0.13622304178778658,0.0006653328937840553,0.02524527146185766,295
peruan,0.08257039410032832,0.2676208800582495,0.004524990725622576,0.0756022255979123,20
rein,0.04146565442379673,0.22048448848950877,0.0009439023682502264,0.04809791582547548,130
esper,0.01700031001767788,0.2549662664673484,0.0005792055121929767,0.029326963982108163,431
diput,0.07095610634938386,0.2783765631058669,0.0015829698958091537,0.06047749938518994,112
john,0.0464570030156713,0.3238614718932553,0.002014690338371728,0.08078210733462844,31
grog,0.009294251083902083,0.009294251083902083,0.009294251083902083,0.0,1
invit,0.024227897649599234,0.14283458048303,0.0025938483138564774,0.032844606901285406,76
parlament,0.07542683359231213,0.22089106036740178,0.0009534143904999168,0.0526839386271167,83
britan,0.05861335452430318,0.2024323237132999,0.0011276800641637629,0.05191418355477034,87
parlamentari,0.05525787030429598,0.2304366076422734,0.002446375171758987,0.059882321508904844,49
multipartid,0.009294251083902083,0.009294251083902083,0.009294251083902083,0.0,1
brev,0.02972987541992333,0.17758740868887948,0.0011949036779530175,0.05001052454876771,32
final,0.01727378977244308,0.2221881961242106,0.0006440237568817698,0.024424456517776475,479
algui,0.019026889614720956,0.14533787809623847,0.001501694158227082,0.028111501106673178,195
ven,0.018316502095812127,0.2010310267229509,0.0009112461548761309,0.035957570322724626,148
encant,0.020779248372505752,0.11082844542016682,0.001082604078388726,0.027820290413041508,47
bienven,0.04260623470655463,0.20056051435057987,0.0013131637806887626,0.06560758798881375,30
inclus,0.013971178519935807,0.07453615135929113,0.0006398695128291814,0.01912613554150603,350
alpac,0.009294251083902083,0.009294251083902083,0.009294251083902083,0.0,1
embaj,0.09275941206774127,0.45020082805887135,0.0013457089969151047,0.12169626286586874,39
espos,0.03562373128227273,0.29724453275169455,0.0021242590395731107,0.06074261891865379,86
vin,0.02839804512773402,0.30951306929047406,0.002011457802050197,0.055754586653895745,39
asever,0.01251138528927825,0.025912782870017716,0.0032110941308667487,0.006947989217540039,21
obstant,0.017972401861904942,0.11680327549309774,0.0019961997126340105,0.02609788515557556,58
cuatr,0.032431514318887245,0.21116346707268643,0.0008033392769069593,0.0429303048128859,287
ciudad,0.02683188586816214,0.18708914020213482,0.000935020691605399,0.039878860332710576,90
firm,0.027088839603109306,0.23381689305803002,0.0008895207888077229,0.03573874033145582,209
enlac,0.03371666597834986,0.1514800141967954,0.00454090742019602,0.04739050354891697,15
ubic,0.022367545050713693,0.10172271596912472,0.0017897006613683379,0.02729042761471479,128
mil,0.02463533498740223,0.2357394477842103,0.000642633660474903,0.034897817974353415,326
metr,0.04381281950029878,0.2546653472786994,0.0015515760394721732,0.053394783295605604,121
altur,0.02508153020686154,0.11068861733832956,0.002027807556242856,0.026218004922617284,59
crest,0.005699494984875714,0.008109124558909515,0.00447183727906551,0.0017039674902968338,3
deshabit,0.009294251083902083,0.009294251083902083,0.009294251083902083,0.0,1
uni,0.022789968827537973,0.18677229453631164,0.002670560064862365,0.04604539134965152,14
select,0.03673061382630368,0.20211698805217934,0.0039891510799772234,0.06760755121639592,7
conect,0.026748239628179217,0.23953920342072565,0.000979487883137906,0.046395115499191404,74
sorprendent,0.04065248581569092,0.1320521756917309,0.0012969113200648464,0.05102334423329092,32
bolton,0.009294251083902083,0.009294251083902083,0.009294251083902083,0.0,1
lancashir,0.009294251083902083,0.009294251083902083,0.009294251083902083,0.0,1
mans,0.016780117298867067,0.021115613668845845,0.008109124558909515,0.006131317766043308,3
frances,0.06417001864110157,0.1419377309713002,0.003479899793501416,0.05348320178102551,51
swindon,0.009294251083902083,0.009294251083902083,0.009294251083902083,0.0,1
wiltshir,0.009294251083902083,0.009294251083902083,0.009294251083902083,0.0,1
disney,0.056699208771175964,0.14931698111943015,0.005959793205414147,0.044610979367951505,22
world,0.03947232118871068,0.1417832943902698,0.001541122765111628,0.049917783712886056,19
orland,0.044767905325422484,0.13624142455531627,0.0038365857978656017,0.044179477779640444,12
flor,0.02591163248400008,0.13834552203967895,0.0012781923231926862,0.037213326736002354,50
ankhmorpork,0.009294251083902083,0.009294251083902083,0.009294251083902083,0.0,1
novel,0.04995079683645556,0.17349693929942628,0.0025582658609834973,0.05983889574782465,18
terry,0.009294251083902083,0.009294251083902083,0.009294251083902083,0.0,1
pratchett,0.009294251083902083,0.009294251083902083,0.009294251083902083,0.0,1
escoces,0.009294251083902083,0.009294251083902083,0.009294251083902083,0.0,1
dull,0.009294251083902083,0.009294251083902083,0.009294251083902083,0.0,1
boring,0.009294251083902083,0.009294251083902083,0.009294251083902083,0.0,1
oregon,0.009294251083902083,0.009294251083902083,0.009294251083902083,0.0,1
multipl,0.024483216539142098,0.12778960081101995,0.0019984968848908396,0.03558316244313992,63
reforz,0.03807295657478943,0.129381874548328,0.002150552272366638,0.04942744262176058,46
alrededor,0.016236922709760036,0.10617524140668752,0.0015354000729275584,0.02442133156574083,166
oftalmolog,0.10330605442648484,0.19806558935543217,0.008546519497537524,0.09475953492894733,2
brind,0.019216471127085525,0.11572121326510587,0.002457053207596758,0.029648617945620175,48
atencion,0.018904625194665146,0.1756661102919323,0.0008794877722125728,0.030146672382183253,196
recaud,0.05004255857607242,0.15753699376696642,0.001541122765111628,0.05605221549913571,19
benef,0.04712330927617292,0.14926851575444214,0.004019127224446469,0.05676272951580653,9
hem,0.016597839977734136,0.09786775659066753,0.0007720426273973773,0.022571063252278915,198
vend,0.04296866563292025,0.6247060507202749,0.0008514848487782029,0.07860341103556745,130
tarjet,0.0572920337666707,0.2907751737588903,0.0026522939517133535,0.08219528666830499,22
inund,0.06454556129025549,0.3044598077137823,0.0024619391459335498,0.09057858485869867,23
cafeteri,0.06103014061741723,0.14804465433283,0.0016896400766246904,0.06608776632509042,11
prepar,0.01953229020903282,0.17797624747144616,0.0009379512383211918,0.031608630963810856,157
cart,0.05267319178932576,0.26940398508492325,0.0009180054012434912,0.06497462317559666,97
ida,0.03703218495993538,0.1417832943902698,0.006117941505513258,0.04007714618578331,19
vuelt,0.03455680430504235,0.12524703907134122,0.0016502335906719194,0.037127011364401746,146
primari,0.05799915859255933,0.1464115491169385,0.002337484818993212,0.05479346201165503,44
deceni,0.006805232534203044,0.010325767123776267,0.001980805919923352,0.003529371538250819,3
fiest,0.04017362512619478,0.14544557044668668,0.0018784483268022266,0.041890586450006914,94
chef,0.014639676032853965,0.022084178917634874,0.0050139686153924876,0.005092458457280848,6
martin,0.042705691996634,0.14714385291364301,0.0028835581478037545,0.04923542772253413,32
moral,0.026997984417303177,0.13297581550800378,0.001861247806488389,0.038619125405972524,46
queri,0.01805362592740928,0.11064816696562678,0.0019654259134556846,0.026880410252349454,92
pudin,0.009294251083902083,0.009294251083902083,0.009294251083902083,0.0,1
pregunt,0.02080103753666526,0.15823661506057654,0.0007189305545687257,0.030589462481819756,233
restaur,0.06572398043011139,0.29609223232543963,0.0020486086184878204,0.07760868057416538,65
narr,0.022987197548026063,0.06174307548281321,0.0035995368217226027,0.020967934329520738,13
increibl,0.03943499654787122,0.3084524472141971,0.0010735003963371129,0.06705614651817184,54
maravill,0.03318199358933083,0.13828290541807903,0.003657740334350364,0.04428042114072737,38
encantari,0.018588502167804166,0.018588502167804166,0.018588502167804166,0.0,1
demostr,0.01833118730463096,0.09872773309506282,0.0008475466646211888,0.026915232655718095,143
traj,0.02163463248679806,0.13100485776449594,0.0022243898994865263,0.028168864137580747,38
tia,0.023044994259417334,0.05387402552714615,0.0030380892492513534,0.01700205440074786,12
brighous,0.009294251083902083,0.009294251083902083,0.009294251083902083,0.0,1
prosigui,0.009294251083902083,0.009294251083902083,0.009294251083902083,0.0,1
graci,0.025762430939160526,0.18239177563954792,0.0007458091689031945,0.036081951626337844,207
amantani,0.009294251083902083,0.009294251083902083,0.009294251083902083,0.0,1
pulser,0.12202301717216224,0.17897996347878858,0.008109124558909515,0.08054928593818717,3
artesanal,0.019909879484495668,0.026363085398110345,0.0071951031345436,0.006572881275137171,7
futur,0.021186806792841493,0.17004253852947113,0.0008087870162074612,0.0318880929543199,169
confi,0.010938317535440204,0.034194404150281126,0.0011986625367897462,0.006488853310789137,67
transmit,0.02212583196196434,0.11503764573473738,0.0029246859085102724,0.03049466070149249,44
ment,0.018367909033176574,0.1131045675740068,0.0011986625367897462,0.02735424603841542,67
vigesim,0.013409577830576253,0.019330150785180054,0.007179221840771937,0.005924623774994915,4
aniversari,0.10360915590360543,0.6649917360966128,0.002070818952422305,0.17531589580968712,27
pid,0.03544553201983035,0.4033373781200913,0.001254548610015836,0.06227548205953102,219
hero,0.04506435254181987,0.14982518032147307,0.002695194664454543,0.06087330053766875,16
quer,0.01969248858870249,0.1818575834895789,0.0013295842822146305,0.02767485556526038,209
oso,0.016184706340266024,0.03473885732146832,0.0039677933407031045,0.009096766381278237,7
paddington,0.027882753251706253,0.027882753251706253,0.027882753251706253,0.0,1
obvi,0.011506204619947648,0.024360041412998995,0.0010348313821514792,0.006273838053276238,58
pareci,0.015730488927315524,0.11388319360577032,0.0019961997126340105,0.022030188894614798,58
apropi,0.01614234491079112,0.05709394404977306,0.0014281873018410452,0.015443409651682928,19
quincen,0.023778092082495424,0.11467244233504201,0.0070510563248084085,0.03439010210734216,8
fortnight,0.009294251083902083,0.009294251083902083,0.009294251083902083,0.0,1
ano,0.022851045048950618,0.15495900094075657,0.00046935938494852816,0.028354412667333854,699
proyeccion,0.03512169075003306,0.1521725634400267,0.0025339865954079823,0.044108701668751346,17
pelicul,0.03411670723264506,0.1147654838462219,0.002038561162894964,0.033515861100832316,79
picnic,0.009294251083902083,0.009294251083902083,0.009294251083902083,0.0,1
sandwich,0.08702534075455595,0.16812735799203118,0.004047859122988433,0.08111285892714228,4
mermel,0.010185665401169722,0.011824811304801919,0.008546519497537524,0.0016391459036321976,2
opcional,0.017974791774147486,0.028951788604723683,0.007558072106087519,0.009121965940253784,5
concurs,0.033930576532148524,0.1161698011146195,0.004636766603280389,0.026713802256273324,75
escaparat,0.013199561276954609,0.026283770860521402,0.00520578841143291,0.00932754864246539,3
call,0.02946786087074823,0.44434845983498117,0.0014433592662853219,0.04001476091183639,246
conclu,0.019263125028775214,0.11410506783478636,0.000976976153710082,0.026781138558777746,114
siguient,0.022079399546226015,0.15583567949711258,0.0007788243864008352,0.0314366351250733,179
comprend,0.01441194143029201,0.10601197809535919,0.001059638127259383,0.021896495048427462,52
plen,0.04246726394100356,0.3443142743159028,0.0008787603288804943,0.06055340589747787,125
estam,0.020604363553686743,0.25557430231174916,0.0008754850935580339,0.03906492765892666,199
continu,0.017371865963787515,0.16077599135565332,0.0012189470573231883,0.027255348648408177,240
leg,0.031646444861575286,0.1442178036538969,0.0024487383998427533,0.04979584967660792,23
debat,0.03648886750217874,0.1092677646570281,0.0008936028004663816,0.04016567546353398,108
for,0.048216417393217255,0.29130641815574027,0.0011249907107332088,0.07242905912498501,39
excelent,0.026881023246438065,0.1807293819031363,0.0027148190414634215,0.04811933045968069,35
acud,0.022943019972577142,0.14891299646824596,0.0010125033756340069,0.03277680755184714,99
gobi,0.023653056745678577,0.27366074988402544,0.0010337222987308943,0.0433436554096674,91
dar,0.02483596595971438,0.16974535128256804,0.0006555363407095994,0.03391687450992314,308
reson,0.05968429790690966,0.19056744587776908,0.0035975515672718,0.08290823529942272,7
agend,0.04626229421293503,0.23343803276537728,0.001991144877365119,0.056027507379011965,41
asist,0.03191321390156922,0.125048289411161,0.001879279735261152,0.041181534351699314,54
centen,0.07001486714080127,0.1448020058582635,0.0032197561398772537,0.06164758710801765,26
decen,0.024411203654550434,0.12596260237833312,0.0015671863437428694,0.03524844579194361,98
ministr,0.038029293266491834,0.3356732639083769,0.0013238647568691465,0.04141191053784687,269
altos,0.011104123611521986,0.11962475710137314,0.0019883719733831116,0.015654952808864826,66
eco,0.05367644385535834,0.13767993835050035,0.004280205337321255,0.06055121993605576,17
alla,0.02106869267972188,0.21781231264731712,0.0018802516766465358,0.03972953646532653,88
fronter,0.037344036002025016,0.2070336593501585,0.0008936028004663816,0.04370099081390674,108
influenci,0.011385520843966539,0.04080986042974046,0.0011495735332321256,0.008887635762637654,35
cumpl,0.021739501086199348,0.2468153064090087,0.0008454806280150495,0.03456872148313984,223
fundacion,0.05859646390184378,0.2785554794635975,0.0010124688031389276,0.07051994472136665,64
onu,0.052057360086973,0.27002465082600485,0.002778704033923779,0.06945719819690324,56
mir,0.026997271655713098,0.16526398705815185,0.0015570445757012554,0.036061782477426314,158
impact,0.020992473623384182,0.23521162796965647,0.0008014935073931956,0.036026408574904176,162
cuy,0.020809647530168392,0.09431708138052518,0.0008550528657010593,0.029432051561469698,185
triunf,0.024557855581999726,0.11140557135525389,0.001801707353454241,0.024516732310828734,100
revolucion,0.032182088294909206,0.16181902130278897,0.0011028102315046955,0.049154902565854273,43
cuban,0.054141509733531414,0.24615502306979256,0.0013707008245185666,0.08455056645267332,15
fidel,0.012220318265816484,0.03140888388946858,0.003821540957495875,0.008782131671930028,10
castr,0.054063129035071475,0.23915057366907402,0.0012767011542987824,0.07105716001358578,20
ante,0.02225156539387215,0.15422407808650956,0.0005955950312291373,0.02676518590668737,401
lug,0.018514982069758705,0.13084170964152742,0.0010186197714404624,0.023889766191918453,403
guinness,0.006953810132992116,0.006953810132992116,0.006953810132992116,0.0,1
records,0.12568868936950997,0.4782981139983739,0.0050184628587400006,0.17626271543113703,11
pronunci,0.03347372187283881,0.11803447331696952,0.001699990468169666,0.0407438813964213,70
minut,0.021744986006458213,0.1728357727781351,0.0016723345213172241,0.03016763763312789,174
larg,0.023039595030478918,0.11058177960763982,0.001291340361319266,0.029336510206502027,200
extens,0.012123130175985337,0.03810157449254424,0.001391268773965982,0.010059399097714673,22
vam,0.02591574295991377,0.2666406308707758,0.0008661180585129608,0.04549132960811114,132
correspondi,0.009526605673714989,0.016277160947588642,0.003796016777764872,0.004223117272721039,11
rob,0.033646939096934454,0.12418072088518259,0.0015131688166350437,0.03631207360369117,133
protagon,0.025335510195623745,0.12406538010924548,0.0021301248557039827,0.030539963027450007,56
sesion,0.03177606329997102,0.16871251630952158,0.0028839746377696,0.039588030858463935,49
nikit,0.006953810132992116,0.006953810132992116,0.006953810132992116,0.0,1
kruschev,0.02086143039897635,0.02086143039897635,0.02086143039897635,0.0,1
furi,0.05742138096436506,0.16674651514304795,0.0053659377358985655,0.06952066825930232,7
deleg,0.05200397451778238,0.23138226576848023,0.001194636698261175,0.06086883427996993,68
filipin,0.03522492732990789,0.13991343964108732,0.0036155032742216,0.044362026581557,24
union,0.02934462938924853,0.10812568210637762,0.0010541897860173836,0.035661451834707085,101
trag,0.014279080469650563,0.03300402543952526,0.0047681360400928345,0.008374008766435065,15
europ,0.05708534155692957,0.28978843704689067,0.0008392261460688095,0.057070757481009975,197
despoj,0.08400206769987471,0.15942266373408281,0.005275487661902659,0.0754514809797679,8
premi,0.05202401860563582,0.25794589906531823,0.001844117240860184,0.06473389089816906,89
golpe,0.013854271473007601,0.03328720347023876,0.0031614572042413403,0.009522268982602394,18
fuerz,0.020958810829412963,0.14771794271615366,0.0007382541435155338,0.02780130737704697,214
pun,0.020454586187681575,0.1370741092981278,0.0015271843698976195,0.03916688938814602,20
zapat,0.15584433557703076,0.7156748746101333,0.0028371650133206475,0.2632734994079908,18
golp,0.02291215035576387,0.18634049800880442,0.0008863063130349166,0.036361000915254314,121
william,0.05555491917790109,0.15923214203462355,0.003941903190433678,0.06671952998138032,13
taubm,0.006953810132992116,0.006953810132992116,0.006953810132992116,0.0,1
hombr,0.028838702035013375,0.26703501461706564,0.0012819731858716543,0.03431968392451953,382
recog,0.04335728139526611,0.11464262180680809,0.0019813415194647583,0.043884924440713034,89
nieg,0.045432658938911484,0.16660624554686101,0.0013129296524073287,0.05608842057586359,44
lid,0.034976314204125274,0.206460310639803,0.0008838643366599473,0.04611070886641345,165
levant,0.0241169894087411,0.18674531765830174,0.0008882317893260291,0.037161249852934015,120
form,0.016192216097066493,0.1080163477177093,0.0005388286487078306,0.02047088318653162,541
coloc,0.01860236020712162,0.18700701882058798,0.002168635870896786,0.029790693086886498,99
cualqui,0.01832907605177643,0.1616101742261931,0.001416325327628076,0.02795602000023688,256
aquel,0.02060384758732718,0.14962121232440465,0.001019681138058187,0.03478992402781756,62
turist,0.04692359165196403,0.47041601334481664,0.00233779355058164,0.08063408845757157,80
noviembr,0.017719574339514363,0.14923716201474943,0.000728895725424151,0.020989633143221383,223
condicion,0.01784265461447151,0.19344962985749203,0.0014536223202126736,0.030509204378782656,154
liber,0.023893619348788704,0.11472555486217281,0.0012394592224898773,0.03430390467746645,50
olp,0.027815240531968464,0.027815240531968464,0.027815240531968464,0.0,1
yass,0.006953810132992116,0.006953810132992116,0.006953810132992116,0.0,1
arafat,0.013907620265984232,0.013907620265984232,0.013907620265984232,0.0,1
comparec,0.06689543349301913,0.17516754585683517,0.004531311237981694,0.07108827959275063,12
alin,0.03848162196863463,0.1530764061930214,0.0020855096211583298,0.05773103182506149,26
malest,0.044169413378274236,0.1442178036538969,0.002838051029957577,0.04901237067292501,23
israel,0.14213942725094542,0.7228196763401269,0.004659595012668022,0.2219718188240656,17
violent,0.029789287925131275,0.24936868720734107,0.001219738143948951,0.04442059012265485,62
comet,0.024049302386919325,0.17525231635246347,0.0009352211777509652,0.035656103588562804,98
miembr,0.02499692578637258,0.10406021831773171,0.001335142770017553,0.03154332735587501,178
secuestr,0.034066058713776604,0.14959779244650426,0.0024436597030567313,0.044567957623063564,46
atlet,0.04218003301803879,0.2131390733944749,0.002664238417430937,0.0474588614567669,41
olimpi,0.060988525424613076,0.2042602879092936,0.0014848544327799626,0.08365400240509197,8
munich,0.052070052696330166,0.0863798896904959,0.005507676582364145,0.032304150301493265,6
defendi,0.03936123390829556,0.13315922434225122,0.0028429840165396965,0.050097854835682486,40
describ,0.015272660992794878,0.11729532353675395,0.0012110572311777666,0.026993819573757804,45
luch,0.02756454894273646,0.1782957373763847,0.0008979891079143021,0.03940412424757766,156
independient,0.016884229444505156,0.11124219147153963,0.0016002959115268142,0.024810314129434432,90
culmin,0.017687850422539186,0.03544582359756745,0.0012883534247184894,0.011288432097324403,19
he,0.02350347432315563,0.2599312151683326,0.0009888687533577873,0.04276074833580292,145
port,0.03783356983024459,0.18570365297573166,0.0020249376062778553,0.048904529140514165,64
ram,0.03293262411621406,0.12852185300591545,0.0017989061851527825,0.038771453018424315,54
oliv,0.09407954220351845,0.18070491908503172,0.0028669099706103195,0.07158000923590767,17
man,0.025552734842964043,0.15979162783110573,0.0007044178489074267,0.033641272225235906,265
arma,0.05067916099710494,0.2861130473320836,0.00322280028283949,0.0832612218665135,32
luchador,0.010305040066125192,0.029669614284996416,0.003933147715013934,0.00917483183831994,6
dej,0.019298636976460417,0.21892822973195405,0.0005768859808483638,0.027469878855352108,618
caig,0.04488311258262951,0.15546633035986898,0.0013707008245185666,0.05458189042681225,15
comparecent,0.039425454560566696,0.14538758687944514,0.004459022035043515,0.04134920919105,22
estatus,0.012292237693578324,0.03158476774344567,0.001355726689683863,0.008467131295179302,16
observ,0.019353264501083163,0.13918828155293345,0.0015829698958091537,0.029201682126380125,112
reconoci,0.010177200882736567,0.031796665796961186,0.0012891622244549864,0.006376081951095128,33
autodetermin,0.011631247136651108,0.025385263921533084,0.004190390455946848,0.007918076927624307,5
territori,0.018752211998266995,0.106343678322996,0.0009180054012434912,0.02660182765511111,97
pod,0.023781698850240215,0.2694832875499621,0.0005429026190883144,0.03133839371803735,639
ugand,0.08239526339132036,0.17964956006008026,0.005654828767024319,0.07967504044648827,5
fact,0.03917843649974709,0.14926851575444214,0.001489221850914388,0.05893298183679211,9
idi,0.006242005398005727,0.00639436930929563,0.006089641486715823,0.00015236391128990376,2
amin,0.07594267898440848,0.20880995739192001,0.0068838447491841774,0.09397580150413769,3
acudi,0.024470608840078845,0.11914057882667933,0.003846346370514264,0.029035281676425155,47
hablari,0.013332062751568815,0.021725891520546593,0.00606711740606063,0.006442312474568028,3
idiom,0.043833314054933445,0.14827070283900037,0.0030259327110000083,0.056187532794988726,17
domin,0.026282627506299876,0.2696983688379816,0.002680602230305726,0.05805657824297814,43
perfect,0.02075394576917315,0.12455236674445298,0.0012143445506046797,0.03225811935088204,55
lengu,0.06249517324016208,0.23702606241432167,0.0029196939379143765,0.06822942299803987,30
imperial,0.012643321945459867,0.02942212373176117,0.0034582177319126034,0.008674101531602854,11
colonial,0.01551998384175347,0.034736734536194754,0.002778317909731394,0.011760321913627584,11
cedi,0.012543119359414472,0.02386076645888852,0.001489221850914388,0.00810684706388313,9
permanent,0.014674456702184924,0.12131449647924702,0.0017472309730370335,0.021860359352358485,62
amnisti,0.04116527557437644,0.15923214203462355,0.0014039028764073539,0.052735466723526324,13
calumni,0.018664077235739915,0.032216971409216894,0.0050184628587400006,0.008648108325239632,11
viol,0.06521891429432344,0.5173042425373782,0.0010421641753460148,0.09201854714400007,88
ong,0.09161782179169327,0.2659966944386451,0.0012343234080679588,0.06480931695999911,27
aliment,0.0320685296654472,0.4382848972418209,0.0009381570452166903,0.0667632986738849,133
maquin,0.05619317278871509,0.25750174259887526,0.0011699306796859393,0.0708755777014272,32
criminal,0.04738812716069678,0.17036247712350558,0.0016559338756172782,0.04917884292419104,78
desacredit,0.06215902460294679,0.2567418470976405,0.0016163551189728057,0.10407964173093481,9
exili,0.03268683840781796,0.14597295488069598,0.0024901966307836034,0.05103906311673817,12
estim,0.022295614781423632,0.14006530562678243,0.0010228894140460062,0.035084147107211174,95
mur,0.02838812266779379,0.18941748709335943,0.0018784483268022266,0.04326543636072081,94
regim,0.03078900738118855,0.12010115697571554,0.0021280986470026833,0.04148441700196627,51
ayer,0.04086072881174198,0.17836908505856072,0.0014557246500218589,0.038359857072445915,266
estuv,0.01386858377954221,0.09685783088754371,0.0008932869778824848,0.019403696047940438,186
diabl,0.015201750654019708,0.02355666291710144,0.003431079164012601,0.007121430128184617,10
huel,0.035570524106282725,0.16680387575325856,0.004569969198719413,0.04610427563316678,19
azufr,0.009286826141363638,0.012179282973431646,0.00639436930929563,0.0028924568320680077,2
todavi,0.016128425410462676,0.09081538896983465,0.0008690467844003316,0.022996358483347273,175
esas,0.014072307729443963,0.1117732445339402,0.001498179150942334,0.022855841461649075,138
entonc,0.009374763247613802,0.08553330543814948,0.0007969610428636441,0.013616382364138301,233
chavez,0.04387646867030245,0.14931698111943015,0.005127358052360942,0.05129224267816244,22
emple,0.029552600773668274,0.1632677379059525,0.0008159677950774545,0.03674957013044737,152
georg,0.05973344372407045,0.5622691881430908,0.002448196755340018,0.1048986882299314,35
bush,0.028974575019945426,0.0781375338039982,0.0026562908857723534,0.03477570895957101,6
cosech,0.028310940368745725,0.19158950328091348,0.0013927451397067767,0.05040562916021426,12
titular,0.02965734411443567,0.15066839465476492,0.00222604937670337,0.04358239558906481,18
recomend,0.022779237423979564,0.11569528022508858,0.001529408836568045,0.030287995625391282,108
hegemoni,0.006953810132992116,0.006953810132992116,0.006953810132992116,0.0,1
supervivent,0.010157521532760644,0.022809731867471126,0.0028361596513082196,0.0071457721214159544,15
intelectual,0.015088675864758053,0.06397263642335907,0.0023542860292103973,0.013492234368376294,31
noam,0.014919502751617747,0.024973948392389107,0.00606711740606063,0.007765340782451021,3
chomsky,0.028793918525167248,0.06659719571303761,0.00606711740606063,0.026912793648513414,3
catapult,0.01688684486321617,0.024259987898178993,0.005834928485599145,0.007818562838996203,4
numer,0.0261067873293948,0.15977654681099984,0.0006672802419020876,0.033635383478691154,311
amazon,0.1069429452141413,0.3373615128858545,0.002814473133085549,0.09084558975038504,35
libi,0.12348512902256349,0.2786756411358742,0.0029432856961062077,0.09437348427018542,12
muam,0.006953810132992116,0.006953810132992116,0.006953810132992116,0.0,1
gaddafi,0.013907620265984232,0.013907620265984232,0.013907620265984232,0.0,1
aparicion,0.031061346184295412,0.2878768639051158,0.003252845919831818,0.06781350161785511,31
desarroll,0.02093071374470985,0.3082381266049712,0.0008376036049048129,0.03455070695158848,253
list,0.03388761758166478,0.23439362179686887,0.0007987061169816067,0.04861542097350506,164
recl,0.014243293852848995,0.03270714268819295,0.004883633089036073,0.00933204379249409,13
destin,0.0324017653492486,0.3667010864399063,0.000966274272568923,0.05396198269834725,141
consej,0.03426671113132901,0.4147743146878734,0.001775068393814009,0.057210804844272406,132
equipar,0.09876360136496248,0.1902493787804563,0.005834928485599145,0.09149146650358768,4
qaed,0.29681290055139753,0.44218579212406595,0.00606711740606063,0.2055883148634611,3
deberi,0.028649100643296177,0.272353610734108,0.0008916134322698071,0.045549472052170546,160
despleg,0.026577527924290138,0.14898781066043074,0.002879388941532345,0.042707610084765334,30
responsabiliz,0.04289028450587942,0.1604636544360253,0.00388531850934686,0.06312216288436788,9
grip,0.03541763491440522,0.24831301776738457,0.0013740641299380965,0.04866490296241751,30
porcin,0.012470597783906448,0.017241189142452113,0.00606711740606063,0.0047056501289775045,3
kennedy,0.029673072510799158,0.06912247074945094,0.004990660602200147,0.019483700397949007,10
pues,0.017765738045053357,0.08635772312175528,0.0008419593558642807,0.021387353213063082,226
autoriz,0.028941637570345388,0.20579805422234831,0.0010845747258094772,0.04376967151412957,90
enorm,0.027949001877512782,0.10981893416544512,0.0009480053380933472,0.03705049550586859,85
beduin,0.006953810132992116,0.006953810132992116,0.006953810132992116,0.0,1
terren,0.021244111139622296,0.1152183038211367,0.0012836821893115772,0.03247075213229364,49
propied,0.03009255058729445,0.11476047660105207,0.0021827955606476854,0.038342219061268897,56
afuer,0.04798349957900756,0.13249185643440334,0.002664238417430937,0.04869878389284119,41
teori,0.01526816817360782,0.12555348219527324,0.0010553109589334642,0.023454095885079684,53
washington,0.018579451612590885,0.12930185440003306,0.001711274055897674,0.024588350621574856,68
irani,0.12530496044385908,0.2703424122599505,0.004134225719400838,0.08459813426407116,11
mahmoud,0.006953810132992116,0.006953810132992116,0.006953810132992116,0.0,1
ahmadinej,0.006953810132992116,0.006953810132992116,0.006953810132992116,0.0,1
decidi,0.020319074513046903,0.2086643528008644,0.0010206408560911847,0.03434300066904666,129
sector,0.028164801307578157,0.12031238152202661,0.0013682967841660216,0.032160230901627444,190
orquest,0.05513372501757963,0.2767638425594374,0.0013590770410246865,0.0805003164624055,25
revert,0.0566004647632496,0.15066839465476492,0.002508939087152089,0.0628167631241877,18
decliv,0.004719062066903148,0.00606711740606063,0.003892883721444392,0.0009612803012108349,3
orient,0.02988945626441349,0.12733964775478743,0.0010124688031389276,0.041624250639055775,64
salv,0.034511664046987134,0.17965143912114384,0.0008978490823864525,0.0442799485621345,106
sionist,0.012069518517956358,0.018026758911532662,0.00606711740606063,0.004882607626580404,3
abandon,0.04177680180364366,0.3270352393790073,0.0009882706805711629,0.06062785859329631,109
europe,0.05877136162078321,0.7264328266137791,0.0009570919981736217,0.10025720096905313,146
can,0.042537247519677884,0.3042187091491171,0.001157353784806424,0.06059632818356087,78
australi,0.020913273929749294,0.06546291408363412,0.0027496706660584953,0.01933549005476443,17
zeland,0.0747236186082981,0.16521592602060042,0.0015713471224785367,0.06296362767001705,17
cost,0.02584417634415524,0.2136083135281461,0.0014557586110505187,0.03330362685286329,224
